,EXPID,PEAKID,YEAR,SEASON,HOST,ROUTE1,ROUTE2,ROUTE3,ROUTE4,NATION,LEADERS,SPONSOR,SUCCESS1,SUCCESS2,SUCCESS3,SUCCESS4,ASCENT1,ASCENT2,ASCENT3,ASCENT4,CLAIMED,DISPUTED,COUNTRIES,APPROACH,BCDATE,SMTDATE,SMTTIME,SMTDAYS,TOTDAYS,TERMDATE,TERMREASON,TERMNOTE,HIGHPOINT,TRAVERSE,SKI,PARAPENTE,CAMPS,ROPE,TOTMEMBERS,SMTMEMBERS,MDEATHS,TOTHIRED,SMTHIRED,HDEATHS,NOHIRED,O2USED,O2NONE,O2CLIMB,O2DESCENT,O2SLEEP,O2MEDICAL,O2TAKEN,O2UNKWN,OTHERSMTS,CAMPSITES,ROUTEMEMO,ACCIDENTS,ACHIEVMENT,AGENCY,COMRTE,STDRTE,PRIMRTE,PRIMMEM,PRIMREF,PRIMID,CHKSUM
10843,LHOT22110,LHOT,2022,Spring,Nepal,S Col-W Face,,,,USA,Mike Hamill,Climbing the Seven Summits (CTSS) Everest-Lhotse Expedition 2022,True,False,False,False,,,,,False,False,"Australia, Canada",Lukla->Pangboche->Lobuje->Ever BC,2022-04-14,2022-05-13,0545,29,34,2022-05-18,Success (main peak),,8516,False,False,False,4,0,4,3,0,4,4,0,False,True,False,True,False,False,False,False,False,Summited Everest (EVER-221-03),"BC(14/04,5350m),C1(23/04,6000m),C2(24/04,6440m),C3(10/05,7100m),C4(11/05,7900m),EVER.Smt(12,14,16/05),LHOT.Smt(13,15/05)","Approach: Pangboche, Lobuche, Ever BC

BC  14/04  5350m
C1  23/04  5800m
C2  24/04  6440m
C3  10/05  7100m
C4  11/05  7900m

EVER Smt: 12/05 by Ceppi, Woodward, Kincaid, Wolfe, Buchanan, Keagy, Hailes
          and Sherpas (see list below) between 5 am and 8 am.

EVER Smt: 14/05 by Jane and Gabby Kanizay (mother, daughter), Hepburn and 
          Sherpas at 4:30 am.

EVER Smt: 16/05 by Rostom (1st Egyptian lady), Anup Gurung, 2 Sherpa at 8 am.

LHOT Smt: 13/05 by Kincaid, Woodward, Pemba Gyalje, 2 more Sherpas at 5:45 am.

LHOT Smt: 15/05 by Gabby Kanizay, Tendi Sherpa, Kuzang, 1 more Sherpa at 6 am.

12/05 summit team left C4 at 7:30 pm om 11/05. Most members descended to C4 after the summit and BC on 13/05.

14/05 summit team left C4 at 6:30 pm and Gabby Kanizay left at 10 pm on 13/05. Members descended to C4 after the summit.

16/05 summit team left C4 at 6 pm on 15/05. Members descended to South Col after the summit and BC on 17/05.",,,TAGnepal Trekking,False,True,False,False,True,EVER22103,2464120
10844,LHOT22111,LHOT,2022,Spring,Nepal,S Col-W Face,W Face,,,Georgia,Avtandil Tsintadze,Satori Adventures Lhotse Expedition 2022,True,True,False,False,,,,,False,False,"Andorra, Australia, France, India, Iran, Spain, Switzerland, USA",,,2022-05-13,,0,0,,Success (main peak),,8516,False,False,False,4,0,13,8,0,10,7,0,False,True,False,True,False,False,False,False,False,,"BC,C1,C2,C3,C4,Smt(13-15/05)",,,,Satori Adventures,False,True,False,False,False,,2464120
10845,LHOT22112,LHOT,2022,Spring,Nepal,S Col-W Face,W Face,,,Switzerland,Sophie Lavaud,Seven Summit Treks (SST) Lhotse Expedition 2022,True,True,False,False,,,,,False,False,"China, Ecuador, France, Hungary, Japan, Mongolia, Oman, Pakistan, Poland, Russia, Singapore, Spain, UK, USA",,,2022-05-12,,0,0,,Success (main peak),,8516,False,False,False,4,0,18,16,0,29,15,0,False,True,False,True,False,False,False,False,False,,"BC,C1,C2,C3,C4,Smt(12-16,20,22/05)","Report from Sophie Lavaud:

BC  19/04  5350m
C1  23/04  6000m
C2  24/04  6500m
C3  26/04  7050m
C4  13/05  7700m
Smt 14/05 by Lavaud, Dawa Sangay at 8:30 am.

Team left C4 at 12:30 am. Weather was Ok, but at about 7 am the winds were getting quite strong. They stayed about 5 minutes on the summit and descended to C2, where they arrived at 4:30 pm. On 15/05 back to BC. Left BC on 18/05 by trekking to Lukla.

Oxygen: Taken and used from C4 to top to C4 by Lavaud, Dawa Sangay.


Report from Szilard Suhajda:

Approach: Pangboche, Island Peak

BC  16/04  5350m
C1  21/04  6000m
C2  22/04  6500m
C3  28/04  7300m
C4  13/05  7700m
Smt 14/05  by Suhajda at 3 pm.

Suhajda left C4 at 9:.30 pm. Conditions were good. It was windier than expected, especially at 9 am. Some people who came down from the summit advised him to turn back as it was too windy, but he kept on going. He was very tired though as he has spent about 4 hours to make his platform for his tent and only rested from 6 am to 9:30 am, which was not ideal. He felt very sleepy on his way up to the summit. He spent about one hour on the summit taking videos and photos.

He descended to C4 where he arrived at about 7 pm. He rested until midnight and continued to C2, where he arrived in the morning. He spent the day at C2 and at 2 am on 16/05 he descended to BC. Left BC on 21/05 by trekking to Lukla.

Sherpas: Not used
Oxygen:  Not taken, not used


Report from Naoko Watanabe:

BC  16/04  5350m
C1  20/04  6000m
C2  21/04  6500m
C3  12/05  6835m
Smt 13/05  by Watanabe, Tenzing Lama Sherpa (Makalu) at 6:45 am.

Summit team left C3 at 5 pm. Weather very good, conditions Ok. Straightforward, but hard climb. They spent about 30 minutes on the summit. Watanabe fell into the rope and lost one shoe. But a Sherpa from another team helped her put her shoe on again. They descended to C2, where they arrived at 4 pm. On 14/05 to BC. Left BC on 15/05 by  trek to Pheriche.

Oxygen: Taken and used from 6520m to top to C3 by Watanabe (4 bottles).

Sherpa: Tenzing (Matare) Lama Sherpa, Makalu


Report from Guillaume Desombre:

BC  26/04/22  5400m
C1  05/05/22  6100m
C2  06/05/22  6500m
Smt 12/05/22  by Desombre, Nurbu Sherpa at 07/25 am.

Summit team left C2 on the 11th at around 10 in the morning. Had a 4-hour break at C3 site before heading for the summit (left C3 at 7 pm). Reached C4 site around midnight where stayed 30 min. Conditions were more than Ok, moonlight during first half of the night. Low wind (protection thanks to the couloir) except once reached summit. Stayed on 5-10 min, then descended to C2 arriving around 4 pm (lunch break at C3 site).

Started using O2 at C3 on the way up (7000m) and stopped at C3 on the way down.

Left BC by heli on 15/05.
",,,Seven Summit Treks,False,True,False,False,False,,2464119
10846,LHOT22113,LHOT,2022,Spring,Nepal,S Col-W Face,W Face,,,France,Adrien Heyd,Glacier Himalaya Treks Everest-Lhotse Expedition 2022,True,True,False,False,,,,,False,False,"Portugal, Romania, Spain",,,2022-05-14,,0,0,,Success (main peak),,8516,False,False,False,4,0,6,3,0,3,3,0,False,True,False,True,False,False,False,False,False,Summited Everest (EVER-221-25),"BC,C1,C2,C3,C4,Smt(14-16/05)",,,,Grand Himalaya Treks (Himalayan Guides & SST pmts),False,True,False,False,True,EVER22125,2464121
10847,LHOT22114,LHOT,2022,Spring,Nepal,S Col-W Face,,,,Nepal,Ronald Quintero,Himalayan Ascent Everest-Lhotse Expedition 2022,True,False,False,False,,,,,False,False,Honduras,Lukla->Pangboche->Ever BC,2022-04-18,2022-05-13,,25,31,2022-05-19,Success (main peak),,8516,False,False,False,4,0,2,1,0,2,2,0,False,True,False,True,False,False,False,False,False,Summited Everest (EVER-221-32),"BC(18/04,5350m),C1(29/04,6000m),C2(30/04,6480m),C3(14/05,7050m),C4(15/05,7950m),EVER.Smt(12/05),LHOT.Smt(13/05)",,,,Himalayan Ascent (Satori Adv pmt),False,True,False,False,True,EVER22132,2464120
10848,LHOT22115,LHOT,2022,Spring,Nepal,W Face,S Col-W Face,,,India,Jitendra Gaware,Peak Promotion Eco-Everest-Lhotse Expedition 2022,True,True,False,False,,,,,False,False,,,,2022-05-14,0725,0,0,,Success (main peak),,8516,False,False,False,4,0,3,3,0,2,2,0,False,True,False,True,False,False,False,False,False,,"BC,C1,C2,C3,C4,Smt(14,22/05)","Report from Baljeet Kaur:

BC  17/05  5350m
C2  18/05  6400m
C3  19/05  7200m
C4  20/05  7700m

EVER Smt 21/05 by Baljeet Kaur and Sherpa at 4:30 am.
LHOT Smt 22/05 by Baljeet Kaur and Sherpa at 5:50 am.

Oxygen: Kaur and Mingma Sherpa from C3.",,,Peak Promotion (SST pmt),False,True,False,False,False,,2464121
10849,LHOT22116,LHOT,2022,Spring,Nepal,W Face,,,,Nepal,Kishor Adhikari,Nepali Army Cleaning & Climbing Expedition 2022,True,False,False,False,,,,,False,False,,,,2022-05-12,0604,0,0,,Success (main peak),,8516,False,False,False,4,0,4,3,0,6,4,0,False,True,False,True,False,False,False,False,False,,"BC,C1,C2,C3,C4,Smt(12/05)",,,,Peak Promotion,False,True,False,False,False,,2464119
10850,LHOT22117,LHOT,2022,Spring,Nepal,S Col-W Face,,,,USA,Ben Jones,Alpine Ascents International (AAI) Everest-Lhotse Expedition 2022,True,False,False,False,,,,,False,False,,Lukla->Pangboche->Lobuje->Ever BC,2022-04-13,2022-05-19,0520,36,37,2022-05-20,Success (main peak),,8516,False,False,False,4,0,2,1,0,1,1,0,False,True,False,True,False,False,False,False,False,Summited Everest (EVER-221-12),"BC(13/04,5350m),C1(24/04,6000m),C2(27/04,6440m),C3(15/05,7100m),C4(16/05,7900m),EVER.Smt(18/05),LHOT.Smt(19/05)",,,,Shangri-La Nepal Treks (SST pmt),False,True,False,False,True,EVER22112,2464126
10851,LHOT22118,LHOT,2022,Spring,Nepal,S Col-W Face,,,,Uruguay,Vanessa Estol Garay,14 Peaks Everest-Lhotse Expedition 2022,True,False,False,False,,,,,False,False,"Canada, USA",,,2022-05-16,,0,0,,Success (main peak),,8516,False,False,False,4,0,3,2,0,2,2,0,False,True,False,True,False,False,False,False,False,Summited Everest (EVER-221-19),"BC,C1,C2,C3,C4,Smt(16/05)",,,,14 Peaks Expedition (SST pmt),False,True,False,False,True,EVER22119,2464123
10852,LHOT22119,LHOT,2022,Spring,Nepal,S Col-W Face,,,,UK,Phil Crampton,Expedition Himalaya & Himalayan Guides Lhotse Expedition 2022,True,False,False,False,,,,,False,False,"Australia, USA",,,2022-05-21,,0,0,,Success (main peak),,8516,False,False,False,4,0,4,1,0,1,1,0,False,True,False,True,False,False,False,False,False,,"BC,C1,C2,C3,C4,Smt(21/05)","Garth Miller and Wangchu Bhote summited Lhotse at 10:30 am after summiting Everest the day before at 10:45 am.

Robert Kay only went 1 hour into the Icefall before terminating his attempt.",,,Himalayan Guides,False,True,False,False,False,,2464128
10853,LHOT22120,LHOT,2022,Spring,Nepal,S Face,,,,S Korea,Hong Sung-Taek,Hong's Lhotse South Face Expedition 2022,False,False,False,False,,,,,False,False,"France, Spain",,,,,0,0,,"Bad weather (storms, high winds)",Abandoned due to bad weather and avalanche danger,0,False,False,False,2,0,8,0,0,16,0,1,False,False,True,False,False,False,False,False,False,,"BC,C1,C2,xxx",,,,Seven Summit Treks,False,False,False,False,False,,4407
10854,MAKA22101,MAKA,2022,Spring,Nepal,Makalu La-NW Ridge,,,,Georgia,Archil Badriashvili,Seven Summit Treks (SST) Makalu Expedition 2022,True,False,False,False,,,,,False,False,"Argentina, Australia, Brazil, China, France, Iran, Italy, Kosovo, Mexico, Nepal, Pakistan, Poland, Russia, Taiwan, UK, USA",,,2022-05-09,,0,0,,Success (main peak),,8485,False,False,False,4,0,26,21,0,26,15,0,False,True,False,True,False,False,False,False,False,,"BC(4800m),ABC(5700m),C1,C2,C3,C4,Smt(09,12,20,24,28/05)","Report from Yuri Contreras:

BC  23/04  4800m
ABC 25/04  5700m
C1   --    6100m
C2  29/04  6500m
C3  10/05  7500m
C4   --	   7800m
Smt 12/05 by Contreras, Gonzalez del Castillo at 9:45 am, Kotlyar, Reza Shahlaee, Carlos Santalena, Lakpa at 9:45 am

Summit team left C3 at 8 pm on 11/05. The rope was fixed to the summit by SST Sherpas and Alpenglow. At 7900m where the French Couloirs starts they heard someone shouting out of a crevasse. Carlos Santalena had fallen into a crevasse. Vladimir Kotlyar took out a small rope and made a pully system to get Carlos out. They did and that was the point where Carlos started to use oxygen. Otherwise straightforward climb. They spent about 30 minutes on the summit and descended to C3, where they arrived at 3 pm.

On 13/05 Contreras and Gonzalez descended to BC. At about 5800m on the rocky moraine they used a fixed rope to arm wrap down. Gonzalez was first and when Contreras started his way down, the rope broke. He fell about 6 metres into Gonzalez who broke his fall. He wore a buff on his head so they could not see the extend of the hole in his head. Despite his injury he walked to BC from where they called Global Rescue, but they said they could not fly due to bad weather. Silvio Mondinelli and all the other people at BC cleaned the wound and bandaged him. Contreras was bleeding heavily. On 14/05 at 8 am a helicopter came to pick him up and flew him to Lukla where he received stitches in the hospital. According to Contreras it was like in Vietnam War. While Doctor Anees was stitching him up the helicopter was waiting to take him to Kathmandu, so he was in a hurry. In Kathmandu, he went to Norvic Clinic where he stayed for one night.

When Contreras was picked up by helicopter, Gonzalez took a later helicopter with Simone Moro to Dingboche and then to Lukla. She was stuck in Lukla for 3 days and returned to Kathmandu on 17/05.

Sherpas: 2

Oxygen:
  Taken and used from C3 to top to C3 by Contreras [and Gonzalez]
  Taken and used from C3 to top to C4 by Sherpas.


Report from Grace Tseng:

ABC by heli from Kathmandu.

ABC 07/04  5700m
C1  08/04  6200m
C2  09/04  6700m
C3  10/04  7500m
Smt 12/04  by Tseng, Nima [Gyalzen] at 2:30 pm.

Summit team left C3 at 8 pm on 11/04. Straightforward climb. They stayed for about 15 mins on the summit and descended to BC where they arrived at 12 midnight. Left BC on 13/05 by heli to Dingboche.

Oxygen: Taken and used from C3 to top to C3 by Tseng and Nima.


Report from Reza Shahlaee:

Approach: Trekked from Num

BC  23/04  4800m
ABC 25/04  5700m
C1  28/04  6100m
C2  29/04  6500m
C3  10/05  7500m
C4   --	   7800m
Smt 12/05  by Shahlaee, Lakpa Temba Sherpa, Thomas Bhote at 9:30 am.

Summit team left C3 at 9 pm. Straightforward climb. They spent about 20 minutes on the summit and descended to C3 where they arrived at 2 pm. On 13/05 to BC. Left BC on 14/05 by heli.

Oxygen: Taken and used from C3 to top to C3 by Shahlaee, Lakpa Temba no O2 (his regulator was broken).


Report from Uta Ibrahimi:

Approach: Trekked from Num.

BC  23/04  4800m
ABC 25/04  5700m
C1   --	   6100m
C2  29/04  6500m
C3  10/05  7500m
C4   --	   7800m
Smt 12/05  by Ibrahimi, Chinjung Bhote at 5 am.

Summit team left C3 at 8 pm. Straightforward climb, however, just below the summit there was a hold up and they waited there for about half an hour. They spent about 20 minutes on the summit and they descended to BC where they arrived at 4:30 pm. 
Left BC on 14/05 by heli.

Oxygen: Taken and used from C3 to top to C3 by Ibrahimi and Bhote.


Report from Maya Sherpa:

Approach: Trekked from Tumlingtar.

BC  23/04  4800m
ABC 25/04  5700m
C1   --    6100m
C2  29/04  6500m
C3  09/05  7500m
C4  11/05  7800m
Smt 12/05  by Maya Sherpa, Pasang Sherpa at 7 am.

Summit team left C4 at 7.30 pm. Weather was good and some of the SST clients left from C3. Straightforward climb. After the summit they descended to C3. The following day they descended to BC. Left BC on 14/05 by heli.

Oxygen: Taken and used from C3 to top to C3 by Maya and Pasang [Ongdi].


Report from Silvio Mondinelli:

Approach:  Trekked from Num.

BC  23/04  4800m
ABC 25/04  5700m
C1   --    6100m
C2  29/04  6500m
C3  10/05  7500m
HPt 12/05  8300m by Manni at 10 am.

Mondinelli reached 8100m and turned around because of cold feet. Manni reached 8300m and turned around due to cold feet as well. Left BC on 14/05 by heli.

When Yuri Contreras arrived at BC with his gash in his head, Mondinelli was instrumental in looking after his wound.

Sherpas: None 
Oxygen:  Not taken, not used.


Report from Shehroze Kashif:

ABC 23/05  5700m by helicopter from Kathmandu
C1   --	   6300m
C2  26/04  6600m
C3  27/05  7500m
C4   --	   7800m
Smt 28/05  by Kashif and Namja Bhote at 6:45 am.

Team left C3 at 7:30 pm on 27/05. After the summit team descended all the way to ABC where they arrived at 6 pm. Left BC on 29/05 by helicopter.

Oxygen: From C3 to top to C3 by Kashif and Namja Bhote.


Report from Georgian Facebook page (translated):

Dream come true at Makalu and our first ever ascent to the 5th peak of the earth, 8486m. Getting high on the black pyramid. Of course without the oxygen helper!.

Two of the three, Giorgi Tefnadze and Bakar Gelashvili were the first to be treated at the summit of Makalu with a 7-man international team, and I believed in the name of a successful organizer and learned my lesson. The expedition returned safely to Tbilisi, and at the top the flag of Ukraine was unfurled along with Georgia to show our support!

On expedition walk: Journey started from Kathmandu by drive, mountainous road (900m - 5700m) walked both forward and back. April 12th we conducted base camp at the bottom of Macaloo at 5700m. After this, we were the first ones to make our way to the first and second camps (6450m), then up to 7000 metres, then to camp 3 (7450m) and finally to camp 4 (7600m), did a lot of hard work and marked the way. After that, the Sherpas hung their ropes up to 8000 meters (here they met ice and one person died, they landed), the next force was made by the united Sherpas and the team of Ecuadorian highland Estaban ""Topo"" Mena, they took the rope to the top balcony S and they have landed. Then in the storm that was supposed to crown us at the end of the summit we were in and the peak day was chosen May 9th.

The road to the summit that goes all the way to Tibet is long and tedious, the technical difficulty is above 8200 meters, the weather was good for this hike, though windy and cloudy sun. We left the fourth camp at midnight. At this moment we all gathered together, so 10. I walked all night long (more of a struggle) by myself until 6 am due to the strange deterioration of consciousness and freezing hazards that drained me all night. I decided to come back. Bearers were on the French Couloure this time, Sherps ran the rope on the last stretch and at 9:40 am the boys climbed the summit! He raised the flags of Georgia and Ukraine in high spirits, Georgian wine was there too!.

Although I have learned a lot throughout the process, I consider my failure to climb and return 8000 meters a personal loss, as a friend of George and Bakari and the organizer of the expedition I am proud that the expedition successfully and peacefully, without strategic mistakes and injuries, and the wishes of previous generations came true, Georgians on Makalu. We went up, and did a great job!


From Sebastian Satka's Facebook page:

A couple of years ago I had already made a teaser to Seven Summit Treks and we were going to go with Luciano Badino Eexpeditions, but the pandemic came and we couldn't even go to the corner.

In the middle of March this year I received an email from Seven Summit Treks asking me if I was going this year, as there was a large group and the fee of the permit wasn't that expensive. And just like those things that get you out of comfort from day to day, that email was the slap to put the team together and in a week I was already landing in Kathmandu, I couldn't believe I was going up alone, without sherpas, nor O2 the Makalu. And I think I still don't dimension the fact that I've been there in the most beautiful way to climb a mountain.

I wasn't really that alone. On the way I met a wonderful group with whom we share a lot, there was even a small tango class at 7500 meters above sea level.

I decided to use the stationary ropes since they were just there and I didn’t mean to do anything “weird”. For me being there in those conditions was enough. Every day was the height routine: more than 6 litres per day, staying dry and warm, seeing that the tent was armed bomb test and walking carefully not to mess up or not to get one into a crack and so far everything was going very well.

Unfortunately a respiratory infection has put me out of the game.

I had slept 2 nights at 7500m above ground level and it felt great. I did an ""attempt to summit"" which actually the idea was to hit height to get down to the C.B. and rest to do the summit attempt. But if I was feeling good that day, I would keep going all the way up. Passed C4 and already started to feel a bit tired, decided to go back to C3, sleep for a while and back to C.B. Then the cough, fever and constant waiting didn't let me go. I was in the C.B. for a few days with the hope of healing, but it wasn't.

All events that can occur in an ascension of such features must be accepted. It was all over for me. Or maybe, thanks to that cough, it all started.

I had the opportunity to meet Simone Moro and at a lunch he filled me with recommendations for upcoming climbs. Keep polishing and planning the next step.


Report from Catherine Vulliez:

BC  15/04  4800m
ABC 17/04  5650m
C1  21/04  6500m
C2  
C3   --    7400m
Smt 09/05  by Vulliez, Gelashvili, Tepnadze and Nuru Wangchhu at 10:50 am.

Vulliez and Nuru Wangchu left C3 on 08/05 at 22:50 (Gelashvili, Tepnadze and Badriashvili started from C4, around 10:45 pm when we arrived there). Clear night, not cold, fog when we arrived at the top of the French Couloir, little wind only around fore=summit, very hot on the way down. With Nuru, I spent nearly 20 minutes at the summit, we descended to C3. With Nuru, reaching it at around 5 pm. Left BC on 15/05 by walking out. Used O2 from 6800m on the way up and down.

Vulliez was a client of Satori Adventures on the SST permit.


Report from Jon Gupta:

ABC 17/04  5700m by heli Ktm-Pheriche-MAKA BC
C2  18/04  6600m
C3  19/05  7500m
Smt 20/05  by Gupta, Booth, Lakpa and Tashi at 4:30 am.

Team set out from C3 at 21:00 on 19/05, summited at 4:30 am on 20/05. Stayed 30 minutes. Warm, lite winds, very dry. Back to BC by mid-day. Left BC on 21/05 by heli.

Gupta and Booth used O2 from/to 6600, Sherpas from/to 7500m.





",,,Seven Summit Treks,False,True,False,False,False,,2464206
